ID,Scientific Name,Common Name,Latitude,Longitude,Country Code,Taxon ID,Month,Day,Year,Basis of Record,Provider's institution,Collection code,Collection date,Collected by,State,County or Borough,verbatumEventDate
AKCAEBL238,Calidris pusilla,Semipalmated Sandpiper,70.39491,-155.40895,US,176667,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL239,Limnodromus scolopaceus,Long-billed Dowitcher,70.39491,-155.40895,US,176679,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL240,Phalaropus lobatus,Red-necked Phalarope,70.39491,-155.40895,US,176735,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL241,Phalaropus fulicarius,Red Phalarope,70.39491,-155.40895,US,176734,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL242,Xema sabini,Sabine's Gull,70.39491,-155.40895,US,176866,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL243,Larus hyperboreus,Glaucous Gull,70.39491,-155.40895,US,176808,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL244,Sterna paradisaea,Arctic Tern,70.39491,-155.40895,US,176890,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL245,Calcarius lapponicus,Lapland Longspur,70.39491,-155.40895,US,179526,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL246,Passerculus sandwichensis,Savannah Sparrow,70.39491,-155.40895,US,179314,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL247,Cygnus columbianus,Tundra Swan,70.39491,-155.40895,US,174987,07,18,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-18,Ken Wright,Alaska,North Slope,7-18-11
AKCAEBL248,Aythya marila,Greater Scaup,70.39491,-155.40895,US,175130,07,18,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-19,Ken Wright,Alaska,North Slope,7-19-11
AKCAEBL249,Mergus serrator,Red-breasted Merganser,70.39491,-155.40895,US,175187,07,18,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-20,Ken Wright,Alaska,North Slope,7-20-11
AKCAEBL250,Lagopus lagopus,Willow Ptarmigan ,70.39491,-155.40895,US,175804,07,18,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-21,Ken Wright,Alaska,North Slope,7-21-11
AKCAEBL251,Grus canadensis,Sandhill Crane,70.39491,-155.40895,US,176177,07,18,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-22,Ken Wright,Alaska,North Slope,7-22-11
AKCAEBL252,Pluvialis dominica,American Golden-Plover,70.39491,-155.40895,US,176564,07,18,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-23,Ken Wright,Alaska,North Slope,7-23-11
AKCAEBL253,Stercorarius parasiticus,Parasitic Jaeger,70.39491,-155.40895,US,176793,07,18,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-24,Ken Wright,Alaska,North Slope,7-24-11
AKCAEBL254,Stercorarius longicaudus,Long-tailed Jaeger,70.39491,-155.40895,US,176794,07,18,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-25,Ken Wright,Alaska,North Slope,7-25-11
AKCAEBL255,Falco rusticolus,Gyrfalcon,70.39491,-155.40895,US,175599,07,18,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-26,Ken Wright,Alaska,North Slope,7-26-11
AKCAEBL256,Motacilla flava,Yellow Wagtail,70.39491,-155.40895,US,178483,07,18,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Ken Wright,Alaska,North Slope,7-27-11
AKCAEBL257,Asio flammeus,Short-eared Owl,70.39491,-155.40895,US,177935,08,04,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-08-04,Ken Wright,Alaska,North Slope,8-4-11
